id,antig,m2total,m2cub,ambientes,banios,direccion,barrio,comuna,latitud,longitud,precioUSD,m2precioUSD,comisaria_dista,obelisco_dista,nrobos,sup_espacio_verde,count_gastronomia,count_culturales
575,0,46,46,0,0,Pedro Ignacio Rivera al 2900,BELGRANO,13,-34.559735,-58.466299,85000,1847,920.1673024614886,9176.90533243469,68,24426.879,7,1
576,0,292,88,1,0,Deheza 1642,NU�EZ,13,-34.537804,-58.466269,780000,8863,1529.5516957180641,10669.524706144854,23,192943.39800000002,6,1
577,0,292,214,3,0,Deheza,NU�EZ,13,-34.537804,-58.466269,780000,3644,1529.5516957180641,10669.524706144854,23,192943.39800000002,6,1
578,5,50,50,1,1,Trelles al 2600,PATERNAL,15,-34.598819,-58.466252,139000,2780,1498.1116620209627,7786.271068483459,42,54360.795999999995,2,1
579,40,250,250,0,2,TRELLES al 2600,PATERNAL,15,-34.598083,-58.466157,330000,1320,1576.2569311114316,7783.729724289754,39,64878.126000000004,0,2
580,40,250,250,0,2,TRELLES al 2600,PATERNAL,15,-34.598083,-58.466157,350000,1400,1576.2911144465431,7783.723259177005,39,64880.297999999995,0,2
581,40,250,250,0,2,TRELLES al 2600,PATERNAL,15,-34.598083,-58.466157,345000,1380,1576.2911144465431,7783.723259177005,39,64880.297999999995,0,2
582,40,250,250,0,2,TRELLES al 2600,PATERNAL,15,-34.598083,-58.466157,310000,1240,1576.2911144465431,7783.723259177005,39,64880.297999999995,0,2
583,40,250,250,0,2,TRELLES al 2600,PATERNAL,15,-34.598083,-58.466157,300000,1200,1576.2911144465431,7783.723259177005,39,64880.297999999995,0,2
584,40,250,250,0,2,TRELLES al 2600,PATERNAL,15,-34.598083,-58.466157,290000,1160,1576.2911144465431,7783.723259177005,39,64880.297999999995,0,2
585,0,38,38,0,0,Magari+�-�os Cervantes 1822,VILLA GRAL. MITRE,11,-34.607019,-58.466139,85000,2237,775.8849144952856,7765.398327278877,92,12382.112000000001,4,1
586,0,27,27,1,1,Congreso al 2700,NU�EZ,13,-34.557212,-58.466133,130000,4814,696.8087662655562,9316.077585050625,75,16060.66,9,1
587,1,311,311,0,1,San Pedrito 662,FLORES,7,-34.638529,-58.46603,580000,1864,999.4397892182086,8655.3929017842,59,36234.728,5,0
588,0,552,552,0,0,RIVADAVIA BERNARDINO al 7100,FLORES,7,-34.629585,-58.466021,3700000,6702,727.3444697184012,8259.963961660016,154,18539.015,32,3
589,0,36,36,0,0,Edificio 17,VILLA LUGANO,8,-34.682362,-58.465986,30000,833,283.8247624807133,11663.659991817121,60,161068.38999999998,0,0
590,0,170,170,5,2,Quesada al 2600,NU�EZ,13,-34.555805,-58.465953,720000,4235,547.3161117971856,9389.81102633168,70,29412.573,8,0
591,0,74,74,0,1,Av. Donato ���++lvarez al 2200,PATERNAL,15,-34.601158,-58.465944,160000,2162,1280.3145198475477,7744.193332051679,62,10708.713,3,2
592,0,74,74,0,1,Av. Donato +�+�+����+�lvarez al 2200,PATERNAL,15,-34.601158,-58.465944,160000,2162,1280.3145198475477,7744.193332051679,62,10708.713,3,2
593,0,74,74,0,1,Av. Donato +���+�-�lvarez al 2200,PATERNAL,15,-34.601158,-58.465944,160000,2162.162162,1280.3145198475477,7744.193332051679,62,10708.713,3,2
594,0,74,74,0,1,Av. Donato +�+�+����+�lvarez al 2200,PATERNAL,15,-34.601158,-58.465944,160000,2162,1280.3145198475477,7744.193332051679,62,10708.713,3,2
595,2,36,36,0,1,Yerbal 2600,FLORES,7,-34.628432,-58.465931,95000,2638.888889,756.1071823503347,8208.645327065244,153,16083.335,26,3
596,0,720,720,0,0,Juana Azurduy 2200,NU�EZ,13,-34.549802,-58.465866,1200000,1667,291.1915084772906,9775.950159631233,87,40650.966,9,0
597,30,60,60,0,1,Yerbal 2592 ( Bolivia - Artigas),FLORES,7,-34.62836,-58.465834,90000,1500,750.8241640976544,8197.59568441123,151,16144.338,26,3
598,30,50,50,0,1,Caracas 998,FLORES,7,-34.618614,-58.465815,115000,2300,291.9644560150188,7901.545675476659,113,65087.386999999995,4,1
599,0,60,60,0,1,Magari���+�������os Cervantes  al 1800,VILLA GRAL. MITRE,11,-34.606513,-58.465804,112000,1866,834.1434113859,7732.2606730168955,91,11549.146,4,1
600,0,60,60,0,1,Magari+�-�os Cervantes  1800,VILLA GRAL. MITRE,11,-34.606513,-58.465804,108000,1800,834.1434113859,7732.2606730168955,91,11549.146,4,1
601,0,60,60,0,1,Magari���+�������os Cervantes  1800,VILLA GRAL. MITRE,11,-34.606513,-58.465804,109000,1816,834.1434113859,7732.2606730168955,91,11549.146,4,1
602,0,60,60,0,1,Magari+�+�+�������os Cervantes  1800,VILLA GRAL. MITRE,11,-34.606513,-58.465804,109000,1816,834.1434113859,7732.2606730168955,91,11549.146,4,1
603,0,50,50,0,1,Bolivia 91,FLORES,7,-34.628549,-58.465797,89000,1780,739.9640062598247,8201.411722322715,151,15736.265,26,3
604,2,27,27,1,1,LAFUENTE,FLORES,7,-34.636553,-58.465734,63000,2333,927.4461473794362,8535.31956057283,72,39915.31,8,0
605,30,17,17,1,1,PERGAMINO,PARQUE AVELLANEDA,9,-34.645467,-58.465699,42000,2470,1071.7065063677383,8998.961860963878,49,180685.8,4,1
606,0,35,35,0,0,Juan B. Alberdi al 2600,FLORES,7,-34.632246,-58.465666,130000,3714,695.120531819372,8336.92175083467,160,24243.421,30,1
607,0,26,26,0,1,Nu������ez,NU�EZ,13,-34.548782,-58.465595,75000,2884,355.13607894127273,9826.077669446593,87,41088.167,8,0
608,63,33,0,0,0,Yerbal y Gral Artigas,FLORES,7,-34.628289,-58.465444,88900,2694,721.0111411156571,8161.254046134038,151,16442.201,26,3
609,63,33,0,0,0,Yerbal y Gral Artigas,FLORES,7,-34.628289,-58.465444,88900,2694,721.0111411156571,8161.254046134038,151,16442.201,26,3
610,63,98,0,0,0,Yerbal y Gral Artigas,FLORES,7,-34.628271,-58.465435,290000,2959,721.069398689485,8159.809664268284,150,16459.650999999998,25,3
611,0,54,54,0,1,Artigas al 300,FLORES,7,-34.626069,-58.465407,137000,2537,848.5332312203537,8079.146125171578,115,30823.835,17,2
612,0,69,69,0,1,Av. San Martin 2800,PATERNAL,15,-34.602591,-58.4654,85000,1231,1174.773838469165,7690.074096923467,67,12559.598,3,2
613,63,20,0,0,0,Yerbal y Gral Artigas,FLORES,7,-34.628269,-58.465369,62900,3145,715.639750978681,8154.030492836769,150,16830.069,24,3
614,63,20,0,0,0,Yerbal y Gral Artigas,FLORES,7,-34.628269,-58.465369,62900,3145,715.639750978681,8154.030492836769,150,16830.069,24,3
615,63,26,0,0,0,Yerbal y Gral Artigas,FLORES,7,-34.628286,-58.465355,78900,3035,713.694623998145,8153.450266849653,150,16951.831,24,3
616,63,26,0,0,0,Yerbal y Gral Artigas,FLORES,7,-34.628286,-58.465355,78900,3035,713.694623998145,8153.450266849653,150,16951.831,24,3
617,25,70,70,1,1,Donato Alvarez 2102,PATERNAL,15,-34.602545,-58.465341,135000,1928.571429,1182.0921914391438,7684.748476308708,66,12559.598,3,2
618,30,266,266,0,3,Av. Cabildo al 3200,NU�EZ,13,-34.552875,-58.46532,650000,2443,247.27155834181244,9530.701640982377,86,34225.613,3,0
619,63,19,0,0,0,Yerbal y Gral Artigas,FLORES,7,-34.628262,-58.46527,58900,3100,707.6993742641986,8145.21422080802,150,17707.757999999998,23,3
620,63,19,0,0,0,Yerbal y Gral Artigas,FLORES,7,-34.628262,-58.46527,58900,3100,707.6993742641986,8145.21422080802,150,17707.757999999998,23,3
621,0,44,44,0,1,ARTIGAS al 300,FLORES,7,-34.62692,-58.465263,115000,2613,781.0849633375453,8096.080025723914,115,30097.79,18,3
622,30,44,44,0,1,ARTIGAS al 300,FLORES,7,-34.62692,-58.465263,115000,2613,781.0849633375453,8096.080025723914,115,30097.79,18,3
623,0,41,41,0,0,Espinosa 2399,PATERNAL,15,-34.601512,-58.465243,84000,2048.780488,1281.0941446009756,7678.577029014794,67,6060.026,3,2
624,35,60,60,0,2,Zarraga y Estomba,VILLA ORTUZAR,15,-34.577646,-58.465214,150000,2500,1095.3401185699806,8199.49006339479,27,20069.384,10,5
625,0,104,104,0,0,Av Gaona al 2700,VILLA GRAL. MITRE,11,-34.615703,-58.465154,118000,1135,54.85480452489284,7780.688186590687,112,52744.439,3,2
626,30,46,46,1,1,Campos Salles 2350,NU�EZ,13,-34.551783,-58.465134,150000,3260,171.93557142976255,9589.25161028824,90,35417.752,4,0
627,40,1011,894,0,0,CARACAS 852,FLORES,7,-34.620033,-58.465122,1100000,1230,435.65627193538626,7874.065143311054,106,59879.362,4,0
628,0,51,46,1,2,Av. Rivadavia al 7000,FLORES,7,-34.629287,-58.465096,99900,1958.823529,652.9537197036764,8168.9423219747005,156,21365.237,26,3
629,0,9,15,1,2,Av. Rivadavia al 7000,FLORES,7,-34.629287,-58.465096,57600,6400,652.9537197036764,8168.9423219747005,156,21365.237,26,3
630,40,23,16,1,2,Av.  Rivadavia  al 7000,FLORES,7,-34.629287,-58.465096,42399,1843.434783,652.9537197036764,8168.9423219747005,156,21365.237,26,3
631,40,21,17,1,2,Av. Rivadavia al 7000,FLORES,7,-34.629287,-58.465096,60000,2857.142857,652.9537197036764,8168.9423219747005,156,21365.237,26,3
632,40,23,17,1,2,Av. Rivadavia al 7000,FLORES,7,-34.629287,-58.465096,43200,1878.26087,652.9537197036764,8168.9423219747005,156,21365.237,26,3
633,40,38,38,1,2,Av. Rivadavia al 7000,FLORES,7,-34.629287,-58.465096,79200,2084.210526,652.9537197036764,8168.9423219747005,156,21365.237,26,3
634,40,28,23,1,2,Av.rivadavia al 7000,FLORES,7,-34.629287,-58.465096,55800,1992.857143,652.9537197036764,8168.9423219747005,156,21365.237,26,3
635,40,32,32,1,2,Av.  Rivadavia al 7000,FLORES,7,-34.629287,-58.465096,63000,1968.75,652.9537197036764,8168.9423219747005,156,21365.237,26,3
636,40,22,22,1,2,Av. Rivadavia al 7000,FLORES,7,-34.629287,-58.465096,50400,2290.909091,652.9537197036764,8168.9423219747005,156,21365.237,26,3
637,40,21,16,1,2,Av. Rivadavia al 7000,FLORES,7,-34.629287,-58.465096,45000,2142.857143,652.9537197036764,8168.9423219747005,156,21365.237,26,3
638,0,395,395,0,0,Rivadavia 7000,FLORES,7,-34.629288,-58.465043,280000,709,648.255751484493,8164.423130677487,156,21407.947,26,3
639,0,395,395,0,0,Rivadavia 7000,FLORES,7,-34.629288,-58.465043,280000,709,648.255751484493,8164.423130677487,156,21407.947,26,3
640,30,33,33,1,1,Av. eva Peron al 3400,FLORES,7,-34.64471,-58.464932,90000,2727,1105.94424162437,8895.52932710992,48,145359.386,5,1
641,40,23,25,0,1,Av. Gaona 2727,VILLA GRAL. MITRE,11,-34.615801,-58.464925,80000,3200,35.97984558731624,7761.863344587097,113,53377.532999999996,3,2
642,0,350,350,0,4,Donato Alvarez  al 2100,VILLA GRAL. MITRE,11,-34.602929,-58.464904,540000,1542.857143,1173.015151309454,7644.056137119417,70,12559.598,2,2
643,30,23,23,1,1,Av. eva Peron al 3400,FLORES,7,-34.644649,-58.464852,75000,3260,1110.7094339944958,8885.766917484101,48,141804.372,5,1
644,50,110,110,0,1,GAONA al 2700,VILLA GRAL. MITRE,11,-34.61578,-58.464554,240000,2181,44.382148662541674,7727.947038438154,109,53128.543,3,2
645,0,70,70,0,0,Av. Gaona,FLORES,7,-34.615813,-58.464115,235000,3357,72.83116233858217,7688.932698984614,100,53811.697,4,2
646,0,40,40,0,1,Rivadavia al 7000,FLORES,7,-34.6293,-58.463795,175000,4375,538.8969091957221,8057.673279898506,153,23442.497,19,3
647,0,19,19,1,2,Rivadavia al 7000,FLORES,7,-34.6293,-58.463795,44100,2321.052632,538.8969091957221,8057.673279898506,153,23442.497,19,3
648,45,120,120,0,0,Av. Rivadavia 7000,FLORES,7,-34.6293,-58.463795,720000,6000,538.8969091957221,8057.673279898506,153,23442.497,19,3
649,0,170,170,0,0,Zapiola al 2100,BELGRANO,13,-34.565835,-58.463728,750000,4412,930.072664117397,8628.837108603886,50,30890.079999999998,3,1
650,0,39,39,0,1,VIDAL 2515,BELGRANO,13,-34.560181,-58.463725,134000,3435,682.8270468191585,8950.93377679993,101,28328.877,14,2
651,25,48,39,0,1,VIDAL 2515,BELGRANO,13,-34.560181,-58.463725,134000,3435,682.8270468191585,8950.93377679993,101,28328.877,14,2
652,0,242,242,0,3,Zapiola al 2100,BELGRANO,13,-34.565693,-58.463595,1100000,4545,910.4239457071159,8625.874678564689,51,30748.012,4,1
653,1,146,87,0,3,Zapiola al 2100,BELGRANO,13,-34.565693,-58.463595,750000,8620,910.4239457071159,8625.874678564689,51,30748.012,4,1
654,0,60,60,1,0,14 de Julio 1400,VILLA ORTUZAR,15,-34.576202,-58.463541,135000,2250,1177.6443466795542,8114.951399294002,24,32665.380999999998,11,4
655,30,24,24,0,0,Avenida San Mart+�-�n al 2600,PATERNAL,15,-34.603492,-58.463361,39000,1625,1223.25231228108,7502.053084787696,88,11270.022,8,1
656,2,179,179,3,3,Zapiola 2125,BELGRANO,13,-34.56582,-58.463337,750000,4189,902.8868277366801,8598.333060449455,52,31420.984,5,1
657,0,256,220,7,1,Manuel Rodriguez 2749,PATERNAL,15,-34.597162,-58.463264,450000,2045,1333.4146666113447,7528.430205736207,39,23255.736,1,2
658,0,400,400,0,2,Roseti al 1400,VILLA ORTUZAR,15,-34.581855,-58.463017,495000,1237,1439.5009505648704,7854.632629529414,30,37751.476,8,4
659,50,170,170,6,1,Vilela al 1600,NU�EZ,13,-34.542189,-58.463001,430000,2529,1019.5182551407895,10118.76201061533,43,141655.798,12,1
660,0,60,60,0,0,Vidal 2400,BELGRANO,13,-34.5612,-58.462772,137000,2283,606.7501633845078,8816.427619769387,117,28128.769,16,2
661,0,200,200,0,2,Av. Forest al 1400,VILLA ORTUZAR,15,-34.575995,-58.462743,380000,1900,1241.7860150501522,8055.899967376982,29,34216.8,10,4
662,0,92,92,0,1,Av. Cabildo al 2900,BELGRANO,13,-34.555678,-58.462734,625000,6793.478261,480.37559231937956,9156.01281170444,82,20298.027000000002,11,0
663,0,40,40,2,1,francisco bilbao 2701,FLORES,7,-34.636952,-58.462651,120000,3000,780.7960993877394,8300.092751218172,59,46029.592,5,1
664,40,30,30,1,1,TERRERO 1200,VILLA GRAL. MITRE,11,-34.613354,-58.462564,69000,2300,369.55399866902997,7505.262072889209,84,46542.551,6,2
665,0,40,40,0,1,Rivadavia 6900,FLORES,7,-34.628955,-58.462562,155000,3875,451.2131897505291,7938.375008969742,146,30449.477,19,4
666,0,115,0,0,0,Av Juan B justo 4381,VILLA GRAL. MITRE,11,-34.607061,-58.462529,199000,1730,1026.0138364977806,7434.892766899098,92,35621.57,9,1
667,0,57,57,0,2,Arcos 3102 Esquina Guayra,NU�EZ,13,-34.551292,-58.462468,249000,4368,79.35058159706703,9428.324152988513,77,31259.982,4,0
668,0,58,0,0,0,Arcos y Guayra,NU�EZ,13,-34.551409,-58.462458,129000,2224,79.81235559869643,9419.599279515227,80,31026.605,4,0
669,0,1700,1700,0,1,Tandil 2543,FLORES,7,-34.634951,-58.462387,850000,500,585.7427626965743,8181.99646984408,64,35498.657,5,1
670,30,60,60,0,0,Arcos esquina Guayra,NU�EZ,13,-34.551329,-58.462335,150000,2500,91.16132241731341,9416.185756528392,78,30761.133,4,0
671,38,60,60,0,0,14 de Julio 3800,VILLA ORTUZAR,15,-34.577701,-58.462311,120000,2083,1339.9245816430935,7948.598581738439,32,23977.404,11,4
672,0,44,44,0,2,MAGARI���+�O CERVANTES 1500,VILLA GRAL. MITRE,11,-34.604868,-58.462261,100000,2272,1204.03510711372,7402.190098595147,95,10961.208,8,1
673,0,82,82,0,2,ALVAREZ  DONATO T. GRAL. al 1500,VILLA GRAL. MITRE,11,-34.608484,-58.462202,225000,2743,879.8142557354997,7414.496798451076,91,46671.731999999996,7,1
674,0,82,82,0,2,ALVAREZ  DONATO T. GRAL. al 1500,VILLA GRAL. MITRE,11,-34.608484,-58.462202,230000,2804,879.8142557354997,7414.496798451076,91,46671.731999999996,7,1
675,40,77,77,2,1,Segui,VILLA GRAL. MITRE,11,-34.605853,-58.462049,89000,1155,1161.336538444098,7385.428329800731,90,20499.578,9,1
676,0,28,28,0,0,juan b justo 4321,VILLA GRAL. MITRE,11,-34.606642,-58.461965,80000,2857,1082.8877858037263,7381.043558930738,94,32626.722999999998,9,1
677,40,60,60,0,1,14 de julio al 1300,VILLA ORTUZAR,15,-34.578264,-58.461807,129000,2150,1406.98671683917,7882.935903688295,38,27649.667999999998,10,5
678,25,35,35,0,0,marriano acosta,FLORES,7,-34.650412,-58.461803,65000,1857.142857,1661.659789813804,8998.755888129734,17,288110.76,0,0
679,0,52,52,0,0,Quesada 2260,NU�EZ,13,-34.553579,-58.461792,264850,5093,282.1164904510666,9224.384912460257,89,26898.321,8,0
680,1,157,157,0,1,Magari���+�������os Cervantes 1400,VILLA GRAL. MITRE,11,-34.604508,-58.461729,267000,1700,1266.9366290798118,7352.82072044631,90,10961.208,8,1
681,0,90,90,3,1,Av Rivadavia al 6800,FLORES,7,-34.62883,-58.461686,249000,2767,390.97412330619295,7858.330913109397,150,29714.242000000002,18,4
682,0,66,66,0,0,Av Rivadavia al 6800,FLORES,7,-34.62883,-58.461686,239000,3621,390.97412330619295,7858.330913109397,150,29714.242000000002,18,4
683,0,128,120,1,0,Av. Rivadavia al 6800,FLORES,7,-34.62883,-58.461686,171000,1425,390.97412330619295,7858.330913109397,150,29714.242000000002,18,4
684,0,62,62,0,0,AV. Rivadavia al 6800,FLORES,7,-34.62883,-58.461686,230000,3709,390.97412330619295,7858.330913109397,150,29714.242000000002,18,4
685,0,128,120,1,0,Av. Rivadavia al 6800,FLORES,7,-34.62883,-58.461686,171000,1425,390.9675336507865,7858.334844278391,150,29714.261,18,4
686,62,30,30,0,0,Av. Rivadavia 6836,FLORES,7,-34.62883,-58.461686,33000,1100,390.97412330619295,7858.330913109397,150,29714.242000000002,18,4
687,0,104,104,0,1,GAVILAN 409,FLORES,7,-34.62428,-58.461682,139000,1336,801.1590353993788,7693.603825414014,92,20500.753,10,2
688,0,60,60,0,1,14 de Julio  al 1300,VILLA ORTUZAR,15,-34.577648,-58.461636,135000,2250,1395.2946253463188,7893.079467815687,37,27988.198,8,5
689,40,226,153,1,1,RIVERA INDARTE 200,FLORES,7,-34.631339,-58.461611,420000,1858.40708,311.072841051609,7954.872023223545,150,24713.337,14,3
690,0,110,110,0,0,Donato alvarez 1400,VILLA GRAL. MITRE,11,-34.610157,-58.461554,196000,1782,725.5568854129212,7370.854086351631,81,46542.551,4,1
691,40,0,44,0,1,Monroe,BELGRANO,13,-34.559078,-58.461437,240000,5454,487.4232402855004,8842.842141503881,129,30216.600000000002,19,2
692,0,90,0,0,0,Caracas 63,FLORES,7,-34.628046,-58.461401,129000,1433,430.19393461161525,7803.405071023708,171,28702.344,17,4
693,0,37,37,0,0,Avenida Rivadavia 6800,FLORES,7,-34.628518,-58.461035,79000,2135,368.98275085585186,7790.251846870806,168,28694.684,17,4
694,0,34,34,0,0,Membrillar al 100,FLORES,7,-34.629038,-58.460922,145000,4264,321.73685699674263,7801.1347421773235,175,29014.014,18,4
695,0,85,0,3,1,Ciudad de la Paz al 2500,BELGRANO,13,-34.558517,-58.460903,330000,3882,460.69633278185387,8837.454004338388,124,27730.694,17,1
696,0,119,119,0,1,Echeverria 2900,BELGRANO,13,-34.565832,-58.460886,480000,4034,759.1660107033244,8402.199176562212,70,34962.99,11,1
697,2,24,24,0,1,Boyac+�-�,FLORES,7,-34.620586,-58.460865,165000,6875,614.6249392258386,7509.6828975701455,102,55370.214,2,2
698,0,40,31,1,0,Baldomero Fernandez Moreno al 2800,FLORES,7,-34.639539,-58.460864,50000,1612,985.2091320578028,8287.29530358042,52,44458.081,7,1
699,0,86,86,1,0,Av. San Martin 2355,PATERNAL,15,-34.603651,-58.460794,500000,5813,1392.1872280740047,7266.551314164927,86,8343.249,8,1
700,50,310,310,0,4,Avenida Rivadavia al 6700 1+�-�,FLORES,7,-34.628403,-58.460792,690000,2225,363.60956043164333,7764.886317519751,169,28242.541,18,4
701,0,18,18,0,1,boyaca al 500,FLORES,7,-34.620606,-58.460786,160000,8888,620.709018637344,7503.219884823666,102,55370.214,2,2
702,0,87,87,0,0,AV. SAN MARTIN 2355,PATERNAL,15,-34.603621,-58.460777,500000,5747.126437,1395.4222713381976,7264.99656746935,86,8144.822,8,1
703,0,50,50,0,0,Manuela Pedraza 1800,NU�EZ,13,-34.548412,-58.460768,35000,700,404.01412492794094,9508.98777962333,82,31739.652,9,1
704,0,20,20,0,1,Sucre al 3000,BELGRANO,13,-34.567229,-58.460707,180000,9000,884.4708212044085,8311.395897138043,54,35991.169,5,2
705,0,51,51,0,1,membrillar al 100,FLORES,7,-34.629708,-58.460705,170000,3333,261.9395309908503,7809.697036004814,161,29114.356,16,4
706,60,60,60,0,1,Varela 700,FLORES,7,-34.637401,-58.460694,115000,1916,752.5402621509733,8162.384079896625,59,41714.483,4,1
707,60,317,0,8,3,Juan B Justo al 4200 Entre Nicasio Oro+�-�o y Segu+�-�,VILLA GRAL. MITRE,11,-34.606329,-58.460665,315000,994,1150.4399268621705,7260.4640002171855,92,33772.273,8,1
708,60,317,317,8,3,Juan B Justo al 4200 Entre Nicasio Oro+�-�o y Segu+�-�,VILLA GRAL. MITRE,11,-34.606329,-58.460665,315000,994,1150.434388968824,7260.45657927723,92,33773.657,8,1
709,0,350,350,0,0,Terrero 800  esq Paez,FLORES,7,-34.617691,-58.460592,449000,1282.857143,425.48403070279124,7411.721810680291,100,47809.53,5,3
710,50,328,328,4,1,Avda. Elcano al 3800,VILLA ORTUZAR,15,-34.580688,-58.46057,350000,1067,1378.3363461674662,7683.500781224412,35,37151.865,8,5
711,0,175,175,0,0,Warnes al 1700,PATERNAL,15,-34.596818,-58.460552,330000,1885.714286,1111.295027035259,7284.771790364972,34,14481.003,0,1
712,0,175,0,0,0,Warnes al 1700,PATERNAL,15,-34.596818,-58.460552,330000,1886,1111.295027035259,7284.771790364972,34,14481.003,0,1
713,0,180,180,0,3,Warnes al 1700,CHACARITA,15,-34.596823,-58.460552,330000,1833,1111.649327129243,7284.71346008143,34,14474.523000000001,0,1
714,45,600,600,0,1,MANUELA PEDRAZA al 1700,NU�EZ,13,-34.548059,-58.460219,900000,1500,465.5265861034041,9495.967308546775,78,31855.992,8,1
715,0,116,116,0,2,JUSTO JUAN B al 4100,CABALLITO,6,-34.605803,-58.460213,220000,1896,1219.3860618124656,7216.932251161058,86,27499.505,9,0
716,0,116,116,0,2,JUSTO JUAN B al 4100,CABALLITO,6,-34.605803,-58.460213,220000,1896,1219.3860618124656,7216.932251161058,86,27499.505,9,0
717,50,179,96,3,1,Av. Elcano 4000,CHACARITA,15,-34.582487,-58.460199,245000,1368.715084,1204.796324853439,7587.080969918363,31,51662.037,8,2
718,0,54,54,0,1,Artigas al 300,FLORES,7,-34.637484,-58.460145,137000,2537,748.1055058904918,8121.90207077852,57,40933.264,4,1
719,60,21,21,1,0,Amenabar 2272,BELGRANO,13,-34.561569,-58.459976,105000,5000,373.78444661656056,8578.368618882427,150,43352.977,26,2
720,60,46,46,0,1,MONROE 2500,BELGRANO,13,-34.558411,-58.459921,250000,5434.782609,385.16764480706047,8770.131954547107,124,31963.347,18,1
721,45,26,26,0,1,Conde  al 1500,COLEGIALES,13,-34.573281,-58.459805,80000,3076,1469.7443880217015,7930.885197365475,29,39772.436,4,2
722,0,30,30,0,1,Cabildo al 2400,BELGRANO,13,-34.558885,-58.459744,48000,1600,346.8634467912349,8726.747113291445,148,35419.707,24,2
723,0,19,0,0,0,Rivadavia 6700,FLORES,7,-34.628104,-58.459693,35000,1842,339.4043868326018,7658.901882942996,169,27500.038,14,4
724,0,310,310,0,4,Rivadavia al 6700,FLORES,7,-34.628104,-58.459693,500000,1612,339.4043868326018,7658.901882942996,169,27500.038,14,4
725,40,75,68,0,1,CIUDAD DE LA PAZ 2324,BELGRANO,13,-34.560646,-58.459599,280000,4117,309.19568120123785,8605.819873085293,157,43554.683,27,2
726,0,52,52,0,0,Av. Congreso al 2100,BELGRANO,13,-34.55404,-58.459587,285000,5480,452.96190691457525,9032.476247492945,82,28306.106,11,0
727,0,212,212,5,0,Jose Bonifacio 2300,FLORES,7,-34.631892,-58.459482,430000,2028,155.50045103896076,7799.442410871923,132,21894.091,12,3
728,0,61,61,3,1,Echeverr���-�a  2800,BELGRANO,13,-34.565114,-58.459464,180000,2950,623.6977434557396,8330.142536317288,116,34277.436,17,1
729,0,22,22,0,0,Francisco Bilbao 2300,FLORES,7,-34.634444,-58.459282,52000,2363,401.7106944162111,7900.560189479266,70,28084.527,4,2
730,0,90,90,0,1,Av. Cabildo al 2300,BELGRANO,13,-34.559667,-58.459209,100000,1111,273.548362763695,8637.0657937695,165,41498.258,25,2
731,0,37,37,1,1,neuquen 1800,FLORES,7,-34.61607,-58.459176,69000,1864,517.7325790033015,7248.665535687503,79,51016.922999999995,5,3
732,40,28,28,0,1,Cabildo 2400,BELGRANO,13,-34.559265,-58.459139,42000,1500,279.53177770430784,8657.098651061278,159,39603.317,24,2
733,0,25,25,0,0,Nicasio Oro+���+�-�o 1500,CABALLITO,6,-34.607702,-58.459135,59000,2360,1068.9762621370542,7128.036449250702,83,44081.145,8,0
734,50,31,31,0,0,Av Cabildo al 2300,BELGRANO,13,-34.559953,-58.459119,80000,2580.645161,260.9732375080376,8612.329113154781,161,44160.423,26,2
735,15,30,30,0,0,Avenida Cabildo,BELGRANO,13,-34.559953,-58.459119,49900,1663,260.9732375080376,8612.329113154781,161,44160.423,26,2
736,0,15,15,1,1,ROOSEVELT  FRANKLIN 2200,BELGRANO,13,-34.556513,-58.459074,55000,3666,477.32493456765525,8829.78613396715,99,38356.907,16,0
737,35,98,90,0,2,ROSETI 1100,CHACARITA,15,-34.58176,-58.459066,157000,1744,1199.8804967912843,7514.065665822361,43,50024.198,8,3
738,0,134,134,1,0,Ciudad de la Paz Entre Olazabal y Mendoza,BELGRANO,13,-34.561263,-58.459013,532000,3970,279.4199029080555,8523.129295115152,157,52022.462,25,2
739,0,152,152,2,0,Ciudad de la Paz Entre Olazabal y Mendoza,BELGRANO,13,-34.561263,-58.459013,609200,4007,279.4199029080555,8523.129295115152,157,52022.462,25,2
740,0,83,83,0,0,Ciudad DE LA PAZ al 2200,BELGRANO,13,-34.560902,-58.458959,135000,1626,259.39738473390895,8541.208062641372,156,49849.184,27,2
741,0,70,70,0,1,Av. BOYACA   al 300,FLORES,7,-34.623502,-58.458939,155000,2214,628.282624639083,7427.7866677437105,107,34461.2,9,4
742,20,20,20,0,1,O+�-�higgins 2100,NU�EZ,13,-34.552968,-58.458889,175000,8750,443.9593445819597,9055.270704015174,69,22620.847,10,0
743,0,105,105,2,2,JUAN B JUSTO 4040,CABALLITO,6,-34.60494,-58.458855,320000,3047,1354.9425407994702,7089.970404519526,83,13574.355,7,0
744,0,59,59,0,1,Blanco Encalada al 2300,BELGRANO,13,-34.558864,-58.458852,320000,5423,275.12722335348144,8660.948666114613,158,38751.231,24,2
745,25,96,96,0,2,Ciudad de la Paz  al 2200,BELGRANO,13,-34.561384,-58.458833,275000,2864.583333,271.2685716421197,8501.944140704663,154,54219.33,25,2
746,50,157,157,5,2,Juan Bautista Alberdi,FLORES,7,-34.630322,-58.458763,460000,2929,81.32785955715092,7670.416420460999,161,29999.321,15,2
747,45,30,30,0,1,Bogota al 1900,FLORES,7,-34.623329,-58.458752,110000,3666,603.3857489227013,7405.701588416518,107,37378.942,9,4
